date,UF,city,ibgeID,newCases,TOTAL,totalCasesPred,residuo_quadratico,res_quad_padronizado,sucetivel,infectado,Recuperado
2020-02-25,SP,São Paulo/SP,3550308,1.0,1.0,1.0,0.0,0.0,12142620.23,1.0,0.0
2020-02-26,SP,São Paulo/SP,3550308,0.0,1.0,1.4237343495923587,0.17955079902445922,0.17955079902445922,12142619.80626565,1.2030651655691849,0.22066918402317381
2020-02-27,SP,São Paulo/SP,3550308,0.0,1.0,1.9330563870141264,0.8705942213478552,0.8705942213478552,12142619.296943612,1.447146297107113,0.48591008990701345
2020-02-28,SP,São Paulo/SP,3550308,0.0,1.0,2.5454057268455896,2.3882788605671452,2.3882788605671452,12142618.684594274,1.740600931401535,0.8048047954440547
2020-02-29,SP,São Paulo/SP,3550308,1.0,2.0,3.283819598636778,1.6481927618438983,0.8240963809219491,12142617.946180401,2.094469131387598,1.1893504672491804
2020-03-01,SP,São Paulo/SP,3550308,0.0,2.0,4.197430674183088,4.8287015678407395,2.4143507839203697,12142617.032569326,2.5322965909807387,1.665134083202349
2020-03-02,SP,São Paulo/SP,3550308,0.0,2.0,5.3003854304711115,10.892543989665985,5.446271994832992,12142615.92961457,3.0608626811362414,2.2395227493348697
2020-03-03,SP,São Paulo/SP,3550308,0.0,2.0,6.596100735419347,21.12414197012226,10.56207098506113,12142614.633899266,3.681804854721343,2.914295880698003
2020-03-04,SP,São Paulo/SP,3550308,1.0,3.0,8.185177881486252,26.88606966265426,8.962023220884754,12142613.04482212,4.4433338938655265,3.741843987620726
2020-03-05,SP,São Paulo/SP,3550308,3.0,6.0,10.114288560897329,16.9273703623306,2.8212283937217664,12142611.11571144,5.367816099542774,4.7464724613545535
2020-03-06,SP,São Paulo/SP,3550308,4.0,10.0,12.384489681717145,5.685791042215532,0.5685791042215532,12142608.845510319,6.4557579687244155,5.928731712992729
2020-03-07,SP,São Paulo/SP,3550308,3.0,13.0,15.153270035646717,4.636571846414013,0.3566593728010779,12142606.076729966,7.78263209802353,7.3706379376231865
2020-03-08,SP,São Paulo/SP,3550308,2.0,15.0,18.533393480382635,12.484869487210512,0.8323246324807008,12142602.69660652,9.402477768918807,9.13091571146383
2020-03-09,SP,São Paulo/SP,3550308,0.0,15.0,22.524860015924908,56.62351825926535,3.774901217284357,12142598.705139985,11.315294981410245,11.209565034514661
